Gene 1 ID	Gene 1 name	Gene 2 name	Gene 2 ID
ENSG00000143178	TBX19	TBXT	ENSG00000164458
ENSG00000135111	TBX3	TBX2	ENSG00000121068
ENSG00000089225	TBX5	TBX4	ENSG00000121075
ENSG00000170379	TCAF2	TCAF1	ENSG00000198420
ENSG00000119699	TGFB3	TGFB2	ENSG00000092969
ENSG00000176679	TGIF2LY	TGIF2LX	ENSG00000153779
ENSG00000186340	THBS2	THBS1	ENSG00000137801
ENSG00000151090	THRB	THRA	ENSG00000126351
ENSG00000151923	TIAL1	TIA1	ENSG00000116001
ENSG00000126768	TIMM17B	TIMM17A	ENSG00000134375
ENSG00000204152	TIMM23B	TIMM23	ENSG00000265354
ENSG00000146872	TLK2	TLK1	ENSG00000198586
ENSG00000171914	TLN2	TLN1	ENSG00000137076
ENSG00000174130	TLR6	TLR1	ENSG00000174125
ENSG00000099203	TMED1	TMED5	ENSG00000117500
ENSG00000166557	TMED3	TMED7	ENSG00000134970
ENSG00000158604	TMED4	TMED9	ENSG00000184840
ENSG00000188735	TMEM120B	TMEM120A	ENSG00000189077
ENSG00000198792	TMEM184B	TMEM184A	ENSG00000164855
ENSG00000226479	TMEM185B	TMEM185A	ENSG00000269556
ENSG00000182107	TMEM30B	TMEM30A	ENSG00000112697
ENSG00000121775	TMEM39B	TMEM39A	ENSG00000176142
ENSG00000142188	TMEM50B	TMEM50A	ENSG00000183726
ENSG00000165782	TMEM55B	TMEM55A	ENSG00000155099
ENSG00000137216	TMEM63B	TMEM63A	ENSG00000196187
ENSG00000175348	TMEM9B	TMEM9	ENSG00000116857
ENSG00000163154	TNFAIP8L2	TNFAIP8L1	ENSG00000185361
ENSG00000107854	TNKS2	TNKS	ENSG00000173273
ENSG00000105576	TNPO2	TNPO1	ENSG00000083312
ENSG00000183864	TOB2	TOB1	ENSG00000141232
ENSG00000175662	TOM1L2	TOM1	ENSG00000100284
ENSG00000158882	TOMM40L	TOMM40	ENSG00000130204
ENSG00000184428	TOP1MT	TOP1	ENSG00000198900
ENSG00000077097	TOP2B	TOP2A	ENSG00000131747
ENSG00000136816	TOR1B	TOR1A	ENSG00000136827
ENSG00000078900	TP73	TP63	ENSG00000073282
ENSG00000128294	TPST2	TPST1	ENSG00000169902
ENSG00000132958	TPTE2	TPTE	ENSG00000274391
ENSG00000136527	TRA2B	TRA2A	ENSG00000164548
ENSG00000269113	TRABD2B	TRABD2A	ENSG00000186854
ENSG00000173626	TRAPPC3L	TRAPPC3	ENSG00000054116
ENSG00000182400	TRAPPC6B	TRAPPC6A	ENSG00000007255
ENSG00000071575	TRIB2	TRIB1	ENSG00000173334
ENSG00000108448	TRIM16L	TRIM16	ENSG00000221926
ENSG00000110171	TRIM3	TRIM2	ENSG00000109654
ENSG00000158022	TRIM63	TRIM54	ENSG00000138100
ENSG00000100505	TRIM9	TRIM67	ENSG00000119283
ENSG00000072315	TRPC5	TRPC4	ENSG00000133107
ENSG00000083067	TRPM3	TRPM1	ENSG00000134160
ENSG00000092439	TRPM7	TRPM6	ENSG00000119121
ENSG00000165125	TRPV6	TRPV5	ENSG00000127412
ENSG00000135452	TSPAN31	TSPAN13	ENSG00000106537
ENSG00000214063	TSPAN4	TSPAN9	ENSG00000011105
ENSG00000156298	TSPAN7	TSPAN6	ENSG00000000003
ENSG00000206203	TSSK2	TSSK1B	ENSG00000212122
ENSG00000123607	TTC21B	TTC21A	ENSG00000168026
ENSG00000196659	TTC30B	TTC30A	ENSG00000197557
ENSG00000037042	TUBG2	TUBG1	ENSG00000131462
ENSG00000247596	TWF2	TWF1	ENSG00000151239
ENSG00000233608	TWIST2	TWIST1	ENSG00000122691
ENSG00000277149	TYW1B	TYW1	ENSG00000198874
ENSG00000197355	UAP1L1	UAP1	ENSG00000117143
ENSG00000185262	UBALD2	UBALD1	ENSG00000153443
ENSG00000119048	UBE2B	UBE2A	ENSG00000077721
ENSG00000169139	UBE2V2	UBE2V1	ENSG00000244687
ENSG00000168246	UBTD2	UBTD1	ENSG00000165886
ENSG00000118939	UCHL3	UCHL1	ENSG00000154277
ENSG00000143179	UCK2	UCK1	ENSG00000130717
ENSG00000102595	UGGT2	UGGT1	ENSG00000136731
ENSG00000168671	UGT3A2	UGT3A1	ENSG00000145626
ENSG00000147854	UHRF2	UHRF1	ENSG00000276043
ENSG00000083290	ULK2	ULK1	ENSG00000177169
ENSG00000175970	UNC119B	UNC119	ENSG00000109103
ENSG00000198722	UNC13B	UNC13A	ENSG00000130477
ENSG00000141161	UNC45B	UNC45A	ENSG00000140553
ENSG00000007001	UPP2	UPP1	ENSG00000183696
ENSG00000233954	UQCRHL	UQCRH	ENSG00000173660
ENSG00000152484	USP12	USP46	ENSG00000109189
ENSG00000058056	USP13	USP5	ENSG00000111667
ENSG00000135655	USP15	USP4	ENSG00000114316
ENSG00000136878	USP20	USP33	ENSG00000077254
ENSG00000170832	USP32	USP6	ENSG00000129204
ENSG00000136014	USP44	USP49	ENSG00000164663
ENSG00000114374	USP9Y	USP9X	ENSG00000124486
ENSG00000253797	UTP14C	UTP14A	ENSG00000156697
ENSG00000162738	VANGL2	VANGL1	ENSG00000173218
ENSG00000124164	VAPB	VAPA	ENSG00000101558
ENSG00000143494	VASH2	VASH1	ENSG00000071246
ENSG00000134215	VAV3	VAV1	ENSG00000141968
ENSG00000151502	VPS26B	VPS26A	ENSG00000122958
ENSG00000119541	VPS4B	VPS4A	ENSG00000132612
ENSG00000172661	WASHC2C	WASHC2A	ENSG00000099290
ENSG00000139668	WDFY2	WDFY1	ENSG00000085449
ENSG00000196981	WDR5B	WDR5	ENSG00000196363
ENSG00000173714	WFIKKN2	WFIKKN1	ENSG00000127578
ENSG00000157954	WIPI2	WIPI1	ENSG00000070540
ENSG00000169884	WNT10B	WNT10A	ENSG00000135925
ENSG00000134245	WNT2B	WNT2	ENSG00000105989
ENSG00000154342	WNT3A	WNT3	ENSG00000108379
ENSG00000111186	WNT5B	WNT5A	ENSG00000114251
ENSG00000188064	WNT7B	WNT7A	ENSG00000154764
ENSG00000075290	WNT8B	WNT8A	ENSG00000061492
ENSG00000158955	WNT9B	WNT9A	ENSG00000143816
ENSG00000143185	XCL2	XCL1	ENSG00000143184
ENSG00000060138	YBX3	YBX1	ENSG00000065978
ENSG00000177752	YIPF7	YIPF5	ENSG00000145817
ENSG00000230797	YY2	YY1	ENSG00000100811
ENSG00000215817	ZC3H11B	ZC3H11A	ENSG00000058673
ENSG00000149289	ZC3H12C	ZC3H12B	ENSG00000102053
ENSG00000174460	ZCCHC12	ZCCHC18	ENSG00000166707
ENSG00000206077	ZDHHC11B	ZDHHC11	ENSG00000188818
ENSG00000153786	ZDHHC7	ZDHHC3	ENSG00000163812
ENSG00000086666	ZFAND6	ZFAND5	ENSG00000107372
ENSG00000091656	ZFHX4	ZFHX3	ENSG00000140836
ENSG00000187801	ZFP69B	ZFP69	ENSG00000187815
ENSG00000122515	ZMIZ2	ZMIZ1	ENSG00000108175
ENSG00000166478	ZNF143	ZNF76	ENSG00000065029
ENSG00000167635	ZNF146	ZNF260	ENSG00000254004
ENSG00000105497	ZNF175	ZNF81	ENSG00000197779
ENSG00000197841	ZNF181	ZNF302	ENSG00000089335
ENSG00000172466	ZNF24	ZNF396	ENSG00000186496
ENSG00000275004	ZNF280B	ZNF280A	ENSG00000169548
ENSG00000145908	ZNF300	ZNF630	ENSG00000221994
ENSG00000249471	ZNF324B	ZNF324	ENSG00000083812
ENSG00000151789	ZNF385D	ZNF385B	ENSG00000144331
ENSG00000105136	ZNF419	ZNF773	ENSG00000152439
ENSG00000102935	ZNF423	ZNF521	ENSG00000198795
ENSG00000165655	ZNF503	ZNF703	ENSG00000183779
ENSG00000178935	ZNF552	ZNF587B	ENSG00000269343
ENSG00000171466	ZNF562	ZNF561	ENSG00000171469
ENSG00000162378	ZYG11B	ZYG11A	ENSG00000203995
